,uris,names,artist_names,artist_uris,artist_pop,artist_genres,albums,track_pop,danceability,energy,keys,loudness,modes,speechiness,acousticness,instrumentalness,liveness,valences,tempos,types,ids,track_hrefs,analysis_urls,durations_ms,time_signatures,playlist_name
120,0XDjtRaCmupZbkvvmtFIBB,Start A Riot,BANNERS,4qWnlmXWuGv2TtuxtIWlJX,64,['indie poptimism'],Start A Riot,54,0.535,0.728,10,-4.008,0,0.033,0.0135,0.0,0.133,0.376,144.022,audio_features,0XDjtRaCmupZbkvvmtFIBB,https://api.spotify.com/v1/tracks/0XDjtRaCmupZbkvvmtFIBB,https://api.spotify.com/v1/audio-analysis/0XDjtRaCmupZbkvvmtFIBB,215333,4,Motivate
121,37sINbJZcFdHFAsVNsPq1i,Superheroes,The Script,3AQRLZ9PuTAozP28Skbq8V,72,"['celtic rock', 'pop']",No Sound Without Silence,77,0.49,0.885,3,-4.121,1,0.0396,0.00218,0.0,0.0741,0.64,166.996,audio_features,37sINbJZcFdHFAsVNsPq1i,https://api.spotify.com/v1/tracks/37sINbJZcFdHFAsVNsPq1i,https://api.spotify.com/v1/audio-analysis/37sINbJZcFdHFAsVNsPq1i,245467,4,Motivate
122,3e5uxnPKYPdNjadbGXjWbP,Red Hands,Walk off the Earth,6jEiUoyyJNPHzSR0Nib6HX,62,"['canadian rock', 'pop rock']",R.E.V.O.,50,0.688,0.846,0,-5.867,1,0.0268,0.00558,0.0,0.223,0.672,102.523,audio_features,3e5uxnPKYPdNjadbGXjWbP,https://api.spotify.com/v1/tracks/3e5uxnPKYPdNjadbGXjWbP,https://api.spotify.com/v1/audio-analysis/3e5uxnPKYPdNjadbGXjWbP,180880,4,Motivate
123,4QRkCwqwHFaZ7xeoR9CHL6,Sovereign Light Café,Keane,53A0W3U0s8diEn9RhXQhVz,72,"['neo mellow', 'piano rock', 'pop rock']",Strangeland,62,0.535,0.725,8,-5.861,0,0.0302,0.013,0.0,0.156,0.509,122.84,audio_features,4QRkCwqwHFaZ7xeoR9CHL6,https://api.spotify.com/v1/tracks/4QRkCwqwHFaZ7xeoR9CHL6,https://api.spotify.com/v1/audio-analysis/4QRkCwqwHFaZ7xeoR9CHL6,218840,1,Motivate
124,7h6lpVuSGPW6RNjDXKpYDh,The Sound,The 1975,3mIj9lX2MWuHmhNCA7LSCW,76,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']","I like it when you sleep, for you are so beautiful yet so unaware of it",67,0.648,0.936,0,-4.745,1,0.0762,0.085,6.93e-06,0.482,0.566,120.708,audio_features,7h6lpVuSGPW6RNjDXKpYDh,https://api.spotify.com/v1/tracks/7h6lpVuSGPW6RNjDXKpYDh,https://api.spotify.com/v1/audio-analysis/7h6lpVuSGPW6RNjDXKpYDh,248880,4,Motivate
125,6Qi0Wls2EaolwPMPMxfe5f,Sonnentanz - Sun Don't Shine,Klangkarussell,041iTeoMIwXMlShuQPIVKo,60,"['austrian pop', 'deep euro house']",Netzwerk,72,0.579,0.549,5,-8.262,0,0.0909,0.104,0.0202,0.0964,0.155,119.74,audio_features,6Qi0Wls2EaolwPMPMxfe5f,https://api.spotify.com/v1/tracks/6Qi0Wls2EaolwPMPMxfe5f,https://api.spotify.com/v1/audio-analysis/6Qi0Wls2EaolwPMPMxfe5f,238120,4,Motivate
126,64Eji6WqA3iHTwAa9DzZll,Why Do We Shake In The Cold? - Edit,Elderbrook,2vf4pRsEY6LpL5tKmqWb64,67,['uk dance'],Why Do We Shake In The Cold?,42,0.674,0.459,8,-11.679,1,0.143,0.325,0.707,0.134,0.169,119.987,audio_features,64Eji6WqA3iHTwAa9DzZll,https://api.spotify.com/v1/tracks/64Eji6WqA3iHTwAa9DzZll,https://api.spotify.com/v1/audio-analysis/64Eji6WqA3iHTwAa9DzZll,244000,4,Motivate
127,6PQ88X9TkUIAUIZJHW2upE,Bad Habits,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,88,"['pop', 'singer-songwriter pop', 'uk pop']",Bad Habits,16,0.808,0.897,11,-3.712,0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,audio_features,6PQ88X9TkUIAUIZJHW2upE,https://api.spotify.com/v1/tracks/6PQ88X9TkUIAUIZJHW2upE,https://api.spotify.com/v1/audio-analysis/6PQ88X9TkUIAUIZJHW2upE,231041,4,Motivate
128,6zJYpUsdwxfaWEzAC9oek8,Many Rivers,Booka Shade,2CKaDZ1Yo8YnWega9IeUzB,51,"['electronica', 'frankfurt electronic', 'german techno', 'minimal techno']",Eve,42,0.735,0.514,11,-10.68,0,0.0591,0.00114,0.528,0.131,0.484,123.993,audio_features,6zJYpUsdwxfaWEzAC9oek8,https://api.spotify.com/v1/tracks/6zJYpUsdwxfaWEzAC9oek8,https://api.spotify.com/v1/audio-analysis/6zJYpUsdwxfaWEzAC9oek8,309000,4,Motivate
129,4MJfCOcc2PpWOrUqOpvy1S,Sunflower Seeds,Bryce Vine,1ShZZUjkbXCjhwrb18BA8I,62,['indie pop rap'],Sunflower Seeds,57,0.723,0.593,10,-5.816,1,0.0308,0.194,5.35e-05,0.217,0.273,92.985,audio_features,4MJfCOcc2PpWOrUqOpvy1S,https://api.spotify.com/v1/tracks/4MJfCOcc2PpWOrUqOpvy1S,https://api.spotify.com/v1/audio-analysis/4MJfCOcc2PpWOrUqOpvy1S,228610,4,Motivate
130,7d06uajfr1DZUeKVCaE9BS,I Feel Good About This,The Mowgli's,6AGUQK1EWK6nvN4pLIDQDQ,51,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'stomp and holler']",I Was Starting to Wonder,0,0.525,0.841,7,-6.053,1,0.0419,0.00428,0.0,0.146,0.495,119.864,audio_features,7d06uajfr1DZUeKVCaE9BS,https://api.spotify.com/v1/tracks/7d06uajfr1DZUeKVCaE9BS,https://api.spotify.com/v1/audio-analysis/7d06uajfr1DZUeKVCaE9BS,201528,4,Motivate
131,4dpD3TDufxz2rQ9JLkYPgV,Carry On,Young Rising Sons,6ZUjdwG0NvY6MT7vvmluhV,46,"['folk-pop', 'hopebeat']",Carry On,46,0.639,0.654,7,-5.287,0,0.0528,0.456,8.45e-05,0.16,0.595,91.933,audio_features,4dpD3TDufxz2rQ9JLkYPgV,https://api.spotify.com/v1/tracks/4dpD3TDufxz2rQ9JLkYPgV,https://api.spotify.com/v1/audio-analysis/4dpD3TDufxz2rQ9JLkYPgV,209585,4,Motivate
132,7BO96T4UFKUbK96XujhaB2,Dancing in the Dawn,Jake Scott,0DxPHf2flBAcV2SnZPg3SV,60,"['indiecoustica', 'singer-songwriter pop']",Silhouettes & Sand,53,0.695,0.831,4,-4.889,1,0.0337,0.2,0.0,0.0741,0.667,102.031,audio_features,7BO96T4UFKUbK96XujhaB2,https://api.spotify.com/v1/tracks/7BO96T4UFKUbK96XujhaB2,https://api.spotify.com/v1/audio-analysis/7BO96T4UFKUbK96XujhaB2,176733,4,Motivate
133,78qZUli3UnRutxWPgnJIuu,Melatonin,Birds of Bellwoods,3ZtRAJvBArlocyjPbm4Lvr,37,"['canadian folk', 'toronto indie']",Victoria,55,0.766,0.761,7,-5.911,1,0.0343,0.0302,0.0,0.397,0.7,122.997,audio_features,78qZUli3UnRutxWPgnJIuu,https://api.spotify.com/v1/tracks/78qZUli3UnRutxWPgnJIuu,https://api.spotify.com/v1/audio-analysis/78qZUli3UnRutxWPgnJIuu,189210,4,Motivate
134,2Vi6Ar8PteV4HmwY5SJj3Y,Lights in the City,The National Parks,2JMtxA2S9SNUlqBlkDtXm6,50,"['folk-pop', 'stomp and holler', 'utah indie']",Places,0,0.518,0.841,11,-5.612,1,0.0467,0.0217,3.07e-05,0.296,0.433,135.022,audio_features,2Vi6Ar8PteV4HmwY5SJj3Y,https://api.spotify.com/v1/tracks/2Vi6Ar8PteV4HmwY5SJj3Y,https://api.spotify.com/v1/audio-analysis/2Vi6Ar8PteV4HmwY5SJj3Y,207500,4,Motivate
135,48yO0iP6YWtMCLcShwzkwz,Brick By Brick,American Authors,0MlOPi3zIDMVrfA9R04Fe3,64,"['modern rock', 'pop rock']",Brick By Brick,46,0.542,0.869,6,-4.047,0,0.086,0.00182,1.01e-05,0.488,0.61,81.966,audio_features,48yO0iP6YWtMCLcShwzkwz,https://api.spotify.com/v1/tracks/48yO0iP6YWtMCLcShwzkwz,https://api.spotify.com/v1/audio-analysis/48yO0iP6YWtMCLcShwzkwz,205248,4,Motivate
136,183HIYmESHytPP17LwjxKK,Moments in the Mountains,Madison Olds,6n1pH8SgKcxx6dILhKqYFb,26,[],Moments in the Mountains,44,0.633,0.759,9,-7.299,1,0.0477,0.364,0.0,0.233,0.502,113.996,audio_features,183HIYmESHytPP17LwjxKK,https://api.spotify.com/v1/tracks/183HIYmESHytPP17LwjxKK,https://api.spotify.com/v1/audio-analysis/183HIYmESHytPP17LwjxKK,208373,4,Motivate
137,7zvXvmJ2Oq2rSoqJi4cfmg,The Vibe,knowhere,2yNwUFuBo1AHku44k9GT5r,17,[],Greetings from Knowhere,38,0.675,0.686,7,-8.048,1,0.0365,0.244,0.0,0.144,0.536,99.998,audio_features,7zvXvmJ2Oq2rSoqJi4cfmg,https://api.spotify.com/v1/tracks/7zvXvmJ2Oq2rSoqJi4cfmg,https://api.spotify.com/v1/audio-analysis/7zvXvmJ2Oq2rSoqJi4cfmg,189600,4,Motivate
138,0uFHV6o3AWXLiMcHAieWrx,Girl Named Summertime (feat. Jon Bellion),Brandyn Burnette,14mErTJ0ubFVjx2zBAwjkE,42,[],Two Thousand Twelve,41,0.551,0.678,4,-5.815,1,0.271,0.21,0.0,0.105,0.787,199.876,audio_features,0uFHV6o3AWXLiMcHAieWrx,https://api.spotify.com/v1/tracks/0uFHV6o3AWXLiMcHAieWrx,https://api.spotify.com/v1/audio-analysis/0uFHV6o3AWXLiMcHAieWrx,198065,4,Motivate
139,3O3PHBElCzieb0DFaYl1EC,Deep Into The Wild,Honoraries,57XxYitjM17AFJJSfLJpDR,18,[],Deep Into The Wild,39,0.49,0.93,11,-4.433,1,0.0587,0.0936,0.0,0.356,0.531,143.092,audio_features,3O3PHBElCzieb0DFaYl1EC,https://api.spotify.com/v1/tracks/3O3PHBElCzieb0DFaYl1EC,https://api.spotify.com/v1/audio-analysis/3O3PHBElCzieb0DFaYl1EC,311050,4,Motivate
140,7rbxwTq9AK7a6jvEU1Gvsz,Bounty On My Head,Grizfolk,6Xa4nbrSTfbioA4lLShbjh,46,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'swedish alternative rock']",Waking Up The Giants,42,0.499,0.821,3,-3.961,1,0.0413,0.000592,7.06e-05,0.257,0.358,150.013,audio_features,7rbxwTq9AK7a6jvEU1Gvsz,https://api.spotify.com/v1/tracks/7rbxwTq9AK7a6jvEU1Gvsz,https://api.spotify.com/v1/audio-analysis/7rbxwTq9AK7a6jvEU1Gvsz,216973,4,Motivate
141,5w2FeR7c1LUwsxKub9iFHC,Into The Barrens,Grizfolk,6Xa4nbrSTfbioA4lLShbjh,46,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'swedish alternative rock']",Waking Up The Giants,33,0.518,0.947,5,-4.708,0,0.0454,0.00501,0.124,0.315,0.362,127.993,audio_features,5w2FeR7c1LUwsxKub9iFHC,https://api.spotify.com/v1/tracks/5w2FeR7c1LUwsxKub9iFHC,https://api.spotify.com/v1/audio-analysis/5w2FeR7c1LUwsxKub9iFHC,196120,4,Motivate
142,472mFdP6wkHO6xzKn5F4et,Troublemaker,Grizfolk,6Xa4nbrSTfbioA4lLShbjh,46,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'swedish alternative rock']",Waking Up The Giants,45,0.566,0.819,6,-5.246,0,0.0581,0.00203,0.00339,0.0941,0.525,112.91,audio_features,472mFdP6wkHO6xzKn5F4et,https://api.spotify.com/v1/tracks/472mFdP6wkHO6xzKn5F4et,https://api.spotify.com/v1/audio-analysis/472mFdP6wkHO6xzKn5F4et,209707,4,Motivate
143,02EiS6xZRVvRP6GawpZR65,Hymnals,Grizfolk,6Xa4nbrSTfbioA4lLShbjh,46,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'swedish alternative rock']",Waking Up The Giants,31,0.494,0.911,7,-5.091,0,0.0724,0.0131,9.01e-05,0.113,0.317,142.01,audio_features,02EiS6xZRVvRP6GawpZR65,https://api.spotify.com/v1/tracks/02EiS6xZRVvRP6GawpZR65,https://api.spotify.com/v1/audio-analysis/02EiS6xZRVvRP6GawpZR65,194347,4,Motivate
144,4HSzQXLeBD9fV6U4RVDHg9,The Struggle,Grizfolk,6Xa4nbrSTfbioA4lLShbjh,46,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'swedish alternative rock']",Waking Up The Giants,46,0.553,0.843,11,-4.664,0,0.0298,0.000168,0.25,0.335,0.67,112.967,audio_features,4HSzQXLeBD9fV6U4RVDHg9,https://api.spotify.com/v1/tracks/4HSzQXLeBD9fV6U4RVDHg9,https://api.spotify.com/v1/audio-analysis/4HSzQXLeBD9fV6U4RVDHg9,213360,4,Motivate
145,43a41kwTMZClWCLTONiaqm,Bob Marley,Grizfolk,6Xa4nbrSTfbioA4lLShbjh,46,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'swedish alternative rock']",Waking Up The Giants,48,0.562,0.695,6,-4.662,1,0.0332,0.0151,0.119,0.122,0.446,118.174,audio_features,43a41kwTMZClWCLTONiaqm,https://api.spotify.com/v1/tracks/43a41kwTMZClWCLTONiaqm,https://api.spotify.com/v1/audio-analysis/43a41kwTMZClWCLTONiaqm,216067,4,Motivate
146,4yb3ikgJkgBNTSkGm2Lvhz,Waking Up The Giants,Grizfolk,6Xa4nbrSTfbioA4lLShbjh,46,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'swedish alternative rock']",Waking Up The Giants,47,0.588,0.602,11,-8.919,0,0.0322,0.0442,0.00278,0.428,0.239,128.019,audio_features,4yb3ikgJkgBNTSkGm2Lvhz,https://api.spotify.com/v1/tracks/4yb3ikgJkgBNTSkGm2Lvhz,https://api.spotify.com/v1/audio-analysis/4yb3ikgJkgBNTSkGm2Lvhz,234800,4,Motivate
147,6P0dI2yAf2cmg4UrCcStwE,Waiting For You,Grizfolk,6Xa4nbrSTfbioA4lLShbjh,46,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'swedish alternative rock']",Waking Up The Giants,44,0.588,0.894,3,-5.564,1,0.0403,0.000176,0.23,0.141,0.552,123.031,audio_features,6P0dI2yAf2cmg4UrCcStwE,https://api.spotify.com/v1/tracks/6P0dI2yAf2cmg4UrCcStwE,https://api.spotify.com/v1/audio-analysis/6P0dI2yAf2cmg4UrCcStwE,237853,4,Motivate
148,1kdSGyQyX0mxq75KSgcjic,Vagabonds,Grizfolk,6Xa4nbrSTfbioA4lLShbjh,46,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'swedish alternative rock']",Waking Up The Giants,39,0.522,0.773,6,-5.722,1,0.0337,0.00422,3.95e-06,0.104,0.378,128.938,audio_features,1kdSGyQyX0mxq75KSgcjic,https://api.spotify.com/v1/tracks/1kdSGyQyX0mxq75KSgcjic,https://api.spotify.com/v1/audio-analysis/1kdSGyQyX0mxq75KSgcjic,199360,4,Motivate
149,7BrGokTBaKwDTQOhjW9Hrq,Cosmic Angel,Grizfolk,6Xa4nbrSTfbioA4lLShbjh,46,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'swedish alternative rock']",Waking Up The Giants,25,0.557,0.704,2,-5.995,1,0.0371,0.0111,0.000458,0.0883,0.294,120.876,audio_features,7BrGokTBaKwDTQOhjW9Hrq,https://api.spotify.com/v1/tracks/7BrGokTBaKwDTQOhjW9Hrq,https://api.spotify.com/v1/audio-analysis/7BrGokTBaKwDTQOhjW9Hrq,202067,4,Motivate
150,4IJpSYe4IvgC3VyhY9NEsd,Bohemian Bird,Grizfolk,6Xa4nbrSTfbioA4lLShbjh,46,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'swedish alternative rock']",Waking Up The Giants,33,0.435,0.637,1,-8.081,0,0.0514,0.0294,0.00461,0.0971,0.173,145.034,audio_features,4IJpSYe4IvgC3VyhY9NEsd,https://api.spotify.com/v1/tracks/4IJpSYe4IvgC3VyhY9NEsd,https://api.spotify.com/v1/audio-analysis/4IJpSYe4IvgC3VyhY9NEsd,222227,3,Motivate
151,1SDqL6BVIaBtujdQkUBNIQ,Wide Awake,Grizfolk,6Xa4nbrSTfbioA4lLShbjh,46,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'swedish alternative rock']",Waking Up The Giants,34,0.493,0.816,2,-4.997,0,0.0607,0.00783,0.0,0.0456,0.364,127.962,audio_features,1SDqL6BVIaBtujdQkUBNIQ,https://api.spotify.com/v1/tracks/1SDqL6BVIaBtujdQkUBNIQ,https://api.spotify.com/v1/audio-analysis/1SDqL6BVIaBtujdQkUBNIQ,194427,4,Motivate
152,2eZskXFEMt2K1fvTsB9LSk,Into The Storm,BANNERS,4qWnlmXWuGv2TtuxtIWlJX,64,['indie poptimism'],Empires On Fire,46,0.555,0.803,9,-4.247,1,0.0379,0.00094,0.0,0.13,0.612,115.008,audio_features,2eZskXFEMt2K1fvTsB9LSk,https://api.spotify.com/v1/tracks/2eZskXFEMt2K1fvTsB9LSk,https://api.spotify.com/v1/audio-analysis/2eZskXFEMt2K1fvTsB9LSk,220067,4,Motivate
153,2whugrK8wmugDtxWlGApru,Simple Life,Young Rising Sons,6ZUjdwG0NvY6MT7vvmluhV,46,"['folk-pop', 'hopebeat']",Undefeatable +2,38,0.705,0.617,7,-4.253,1,0.0281,0.676,0.0,0.105,0.541,127.983,audio_features,2whugrK8wmugDtxWlGApru,https://api.spotify.com/v1/tracks/2whugrK8wmugDtxWlGApru,https://api.spotify.com/v1/audio-analysis/2whugrK8wmugDtxWlGApru,218453,4,Motivate
154,24kirWnsEEyGgbl2NuhSVz,Endless Summer,Grizfolk,6Xa4nbrSTfbioA4lLShbjh,46,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'swedish alternative rock']",Endless Summer,48,0.498,0.727,4,-6.116,1,0.0308,0.0562,0.0,0.609,0.441,79.994,audio_features,24kirWnsEEyGgbl2NuhSVz,https://api.spotify.com/v1/tracks/24kirWnsEEyGgbl2NuhSVz,https://api.spotify.com/v1/audio-analysis/24kirWnsEEyGgbl2NuhSVz,212600,4,Motivate
155,6Ac49LArbt77XxUS0vVgh6,Something About Her,The Kents,1910ZMYjAjZJ4TmDmHo29X,24,['ontario indie'],Something About Her,44,0.536,0.792,0,-4.724,1,0.0467,0.00256,0.0,0.106,0.64,118.759,audio_features,6Ac49LArbt77XxUS0vVgh6,https://api.spotify.com/v1/tracks/6Ac49LArbt77XxUS0vVgh6,https://api.spotify.com/v1/audio-analysis/6Ac49LArbt77XxUS0vVgh6,226227,4,Motivate
156,07m8PuXxxv5J4qPEDq6ZkK,Brand New,Ben Rector,4AapPt7H6bGH4i7chTulpI,58,"['acoustic pop', 'indiecoustica', 'lds youth', 'neo mellow', 'piano rock']",Brand New,65,0.555,0.934,9,-5.04,1,0.113,0.00268,0.0,0.122,0.422,144.874,audio_features,07m8PuXxxv5J4qPEDq6ZkK,https://api.spotify.com/v1/tracks/07m8PuXxxv5J4qPEDq6ZkK,https://api.spotify.com/v1/audio-analysis/07m8PuXxxv5J4qPEDq6ZkK,243933,4,Motivate
157,1iUIPjgTsqDdq0ESixywgB,The Best Is Yet To Come,Sheppard,6VxCmtR7S3yz4vnzsJqhSV,60,"['australian indie', 'australian pop', 'folk-pop']",Bombs Away,40,0.548,0.749,5,-7.82,1,0.0948,0.609,3.01e-06,0.107,0.369,163.88,audio_features,1iUIPjgTsqDdq0ESixywgB,https://api.spotify.com/v1/tracks/1iUIPjgTsqDdq0ESixywgB,https://api.spotify.com/v1/audio-analysis/1iUIPjgTsqDdq0ESixywgB,246037,4,Motivate
158,6Yx9yDESLdPcpytSmOmltM,Monsters of the North,The National Parks,2JMtxA2S9SNUlqBlkDtXm6,50,"['folk-pop', 'stomp and holler', 'utah indie']",Until I Live,0,0.642,0.617,1,-8.228,0,0.0631,0.0821,0.000518,0.232,0.334,138.059,audio_features,6Yx9yDESLdPcpytSmOmltM,https://api.spotify.com/v1/tracks/6Yx9yDESLdPcpytSmOmltM,https://api.spotify.com/v1/audio-analysis/6Yx9yDESLdPcpytSmOmltM,232853,4,Motivate
159,6JGzDkQCxSZ33NwKptp85n,New Orleans,Parachute,2PCUhxD40qlMqsKHjTZD2e,49,"['acoustic pop', 'charlottesville indie', 'neo mellow', 'neon pop punk', 'pop rock', 'viral pop']",Wide Awake,41,0.592,0.748,9,-6.555,1,0.0378,0.0321,0.0,0.377,0.0996,127.093,audio_features,6JGzDkQCxSZ33NwKptp85n,https://api.spotify.com/v1/tracks/6JGzDkQCxSZ33NwKptp85n,https://api.spotify.com/v1/audio-analysis/6JGzDkQCxSZ33NwKptp85n,246147,4,Motivate
160,69cOm540NYGkZpL4Jx2mUx,My House,Elderbrook,2vf4pRsEY6LpL5tKmqWb64,67,['uk dance'],My House,30,0.888,0.588,9,-6.678,1,0.0345,0.18,0.0114,0.0823,0.656,120.996,audio_features,69cOm540NYGkZpL4Jx2mUx,https://api.spotify.com/v1/tracks/69cOm540NYGkZpL4Jx2mUx,https://api.spotify.com/v1/audio-analysis/69cOm540NYGkZpL4Jx2mUx,222010,4,Motivate
161,12WYxt5lieiIQngIwkBNFi,The Love,Con Bro Chill,741MPRa1PQVH9n6H1hUfl0,25,[],The Love,28,0.476,0.82,7,-7.661,1,0.0355,0.000499,0.00563,0.0756,0.0913,160.043,audio_features,12WYxt5lieiIQngIwkBNFi,https://api.spotify.com/v1/tracks/12WYxt5lieiIQngIwkBNFi,https://api.spotify.com/v1/audio-analysis/12WYxt5lieiIQngIwkBNFi,251308,4,Motivate
162,12N23tQKmfGcEO0z8ObwtM,Bad Habits - MEDUZA Remix,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,88,"['pop', 'singer-songwriter pop', 'uk pop']",Bad Habits (MEDUZA Remix),67,0.609,0.8,11,-5.102,0,0.0337,0.0992,0.00132,0.0887,0.192,126.031,audio_features,12N23tQKmfGcEO0z8ObwtM,https://api.spotify.com/v1/tracks/12N23tQKmfGcEO0z8ObwtM,https://api.spotify.com/v1/audio-analysis/12N23tQKmfGcEO0z8ObwtM,194332,4,Motivate
163,6szw2Y2ywtth0oc7ODN3Tz,Run,COIN,0ZxZlO7oWCSYMXhehpyMvE,60,['pov: indie'],COIN,53,0.497,0.882,8,-5.621,1,0.0412,0.00151,7.11e-06,0.139,0.922,76.481,audio_features,6szw2Y2ywtth0oc7ODN3Tz,https://api.spotify.com/v1/tracks/6szw2Y2ywtth0oc7ODN3Tz,https://api.spotify.com/v1/audio-analysis/6szw2Y2ywtth0oc7ODN3Tz,206467,4,Motivate
164,22oEJW6r2rMb9z4IntfyEa,"Hey Look Ma, I Made It",Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,76,"['modern rock', 'pop']",Pray for the Wicked,69,0.577,0.833,5,-3.337,1,0.0695,0.0137,0.0,0.121,0.58,107.936,audio_features,22oEJW6r2rMb9z4IntfyEa,https://api.spotify.com/v1/tracks/22oEJW6r2rMb9z4IntfyEa,https://api.spotify.com/v1/audio-analysis/22oEJW6r2rMb9z4IntfyEa,169667,4,Motivate
165,7AY9zVsDed72P0CytpQpL3,Higher (feat. iann dior) - VIZE Remix,Clean Bandit,6MDME20pz9RveH9rEXvrOM,73,"['pop', 'uk dance', 'uk funky']",Higher (feat. iann dior) [VIZE Remix],31,0.764,0.77,1,-6.114,0,0.084,0.0744,1.29e-06,0.0505,0.439,125.014,audio_features,7AY9zVsDed72P0CytpQpL3,https://api.spotify.com/v1/tracks/7AY9zVsDed72P0CytpQpL3,https://api.spotify.com/v1/audio-analysis/7AY9zVsDed72P0CytpQpL3,151820,4,Motivate
166,4FUDWkguOUVpLRAVn5C20z,Blu,Jon Bellion,50JJSqHUf2RQ9xsHs0KMHg,64,['indie pop rap'],Glory Sound Prep,58,0.384,0.465,0,-8.554,1,0.0341,0.29,2.22e-05,0.359,0.636,131.604,audio_features,4FUDWkguOUVpLRAVn5C20z,https://api.spotify.com/v1/tracks/4FUDWkguOUVpLRAVn5C20z,https://api.spotify.com/v1/audio-analysis/4FUDWkguOUVpLRAVn5C20z,183344,4,Motivate
167,2kWowW0k4oFymhkr7LmvzO,Come with Me Now,KONGOS,58R5LHkK3vkmEyGUPOR5kS,51,"['modern alternative rock', 'modern blues rock', 'south african rock']",Lunatic,69,0.654,0.726,10,-3.803,0,0.0401,0.0311,6.35e-05,0.0618,0.728,103.987,audio_features,2kWowW0k4oFymhkr7LmvzO,https://api.spotify.com/v1/tracks/2kWowW0k4oFymhkr7LmvzO,https://api.spotify.com/v1/audio-analysis/2kWowW0k4oFymhkr7LmvzO,211960,4,Motivate
168,1Mf27cnAF1Q6Ko83XTM5d1,Glitter & Gold,Barns Courtney,5tFRohaO5yEsuJxmMnlCO9,61,['modern alternative rock'],The Attractions Of Youth,72,0.487,0.625,8,-5.112,1,0.0401,0.374,0.0,0.226,0.351,170.397,audio_features,1Mf27cnAF1Q6Ko83XTM5d1,https://api.spotify.com/v1/tracks/1Mf27cnAF1Q6Ko83XTM5d1,https://api.spotify.com/v1/audio-analysis/1Mf27cnAF1Q6Ko83XTM5d1,176093,4,Motivate
169,2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,81,"['piano rock', 'pop']",Native,88,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.118,0.477,122.016,audio_features,2tpWsVSb9UEmDRxAl1zhX1,https://api.spotify.com/v1/tracks/2tpWsVSb9UEmDRxAl1zhX1,https://api.spotify.com/v1/audio-analysis/2tpWsVSb9UEmDRxAl1zhX1,257267,4,Motivate
170,1kPpge9JDLpcj15qgrPbYX,Good Time,Owl City,07QEuhtrNmmZ0zEcqE9SF6,67,"['indietronica', 'pop']",The Midsummer Station,80,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-06,0.371,0.682,126.05,audio_features,1kPpge9JDLpcj15qgrPbYX,https://api.spotify.com/v1/tracks/1kPpge9JDLpcj15qgrPbYX,https://api.spotify.com/v1/audio-analysis/1kPpge9JDLpcj15qgrPbYX,205933,4,Motivate
171,2DFi8rwHcVkTTgu7PULhtI,My Type,Saint Motel,1dWEYMPtNmvSVaDNLgB6NV,61,"['la indie', 'modern alternative rock', 'modern rock', 'pov: indie']",My Type,69,0.596,0.897,10,-2.94,1,0.0462,0.0641,5.24e-05,0.0628,0.578,118.0,audio_features,2DFi8rwHcVkTTgu7PULhtI,https://api.spotify.com/v1/tracks/2DFi8rwHcVkTTgu7PULhtI,https://api.spotify.com/v1/audio-analysis/2DFi8rwHcVkTTgu7PULhtI,206394,4,Motivate
172,0mZriPjLPG9PExNzKQ3NVS,Warriors,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,86,"['modern rock', 'pop', 'rock']",Smoke + Mirrors,56,0.343,0.828,4,-6.222,0,0.0646,0.0626,0.00211,0.216,0.352,78.023,audio_features,0mZriPjLPG9PExNzKQ3NVS,https://api.spotify.com/v1/tracks/0mZriPjLPG9PExNzKQ3NVS,https://api.spotify.com/v1/audio-analysis/0mZriPjLPG9PExNzKQ3NVS,170080,4,Motivate
