,uris,names,artist_names,artist_uris,artist_pop,artist_genres,albums,track_pop,danceability,energy,keys,loudness,modes,speechiness,acousticness,instrumentalness,liveness,valences,tempos,types,ids,track_hrefs,analysis_urls,durations_ms,time_signatures,playlist_name
704,3FeVmId7tL5YN8B7R3imoM,My Universe,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,85,"['permanent wave', 'pop']",My Universe,80,0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,audio_features,3FeVmId7tL5YN8B7R3imoM,https://api.spotify.com/v1/tracks/3FeVmId7tL5YN8B7R3imoM,https://api.spotify.com/v1/audio-analysis/3FeVmId7tL5YN8B7R3imoM,228000,4,Mood Booster
705,10xV5l9nhLvFpR8mqzs0bL,Numb,Marshmello,64KEffDW9EtZ1y2vBYgq8T,82,"['brostep', 'edm', 'pop', 'progressive electro house']",Numb,81,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,audio_features,10xV5l9nhLvFpR8mqzs0bL,https://api.spotify.com/v1/tracks/10xV5l9nhLvFpR8mqzs0bL,https://api.spotify.com/v1/audio-analysis/10xV5l9nhLvFpR8mqzs0bL,155589,4,Mood Booster
706,5o4XJKRxUK6nXhFLAIS33A,Gimme Love,Sia,5WUlDfRSoLAfcVSX1WnrxN,82,"['australian dance', 'australian pop', 'pop']",Gimme Love,81,0.284,0.755,1,-3.145,0,0.05,0.00335,0.00195,0.103,0.199,93.384,audio_features,5o4XJKRxUK6nXhFLAIS33A,https://api.spotify.com/v1/tracks/5o4XJKRxUK6nXhFLAIS33A,https://api.spotify.com/v1/audio-analysis/5o4XJKRxUK6nXhFLAIS33A,214067,4,Mood Booster
707,5zFglKYiknIxks8geR8rcL,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,04gDigrS5kc9YWfZHwBETP,82,['pop'],JORDI (Deluxe),80,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,audio_features,5zFglKYiknIxks8geR8rcL,https://api.spotify.com/v1/tracks/5zFglKYiknIxks8geR8rcL,https://api.spotify.com/v1/audio-analysis/5zFglKYiknIxks8geR8rcL,227395,4,Mood Booster
708,5r43qanLhUCdBj8HN3fa6B,Sunshine,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,80,"['piano rock', 'pop']",Sunshine,81,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,audio_features,5r43qanLhUCdBj8HN3fa6B,https://api.spotify.com/v1/tracks/5r43qanLhUCdBj8HN3fa6B,https://api.spotify.com/v1/audio-analysis/5r43qanLhUCdBj8HN3fa6B,163855,4,Mood Booster
709,4N5s8lPTsjI9EGP7K4SXzB,Green Green Grass,George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,70,"['folk-pop', 'neo-singer-songwriter', 'talent show']",Gold Rush Kid,79,0.685,0.738,8,-4.413,1,0.0595,0.0695,0.0,0.128,0.8,112.972,audio_features,4N5s8lPTsjI9EGP7K4SXzB,https://api.spotify.com/v1/tracks/4N5s8lPTsjI9EGP7K4SXzB,https://api.spotify.com/v1/audio-analysis/4N5s8lPTsjI9EGP7K4SXzB,167614,4,Mood Booster
710,0QBzMgT7NIeoCYy3sJCof1,Bam Bam (feat. Ed Sheeran),Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,77,"['dance pop', 'pop']",Bam Bam (feat. Ed Sheeran),79,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,audio_features,0QBzMgT7NIeoCYy3sJCof1,https://api.spotify.com/v1/tracks/0QBzMgT7NIeoCYy3sJCof1,https://api.spotify.com/v1/audio-analysis/0QBzMgT7NIeoCYy3sJCof1,206071,4,Mood Booster
711,2f0pn9DkEJwAzXApnFh5cr,Someone To You,BANNERS,4qWnlmXWuGv2TtuxtIWlJX,63,['indie poptimism'],Where The Shadow Ends,78,0.52,0.903,2,-5.497,1,0.042,0.00517,0.0,0.254,0.652,74.988,audio_features,2f0pn9DkEJwAzXApnFh5cr,https://api.spotify.com/v1/tracks/2f0pn9DkEJwAzXApnFh5cr,https://api.spotify.com/v1/audio-analysis/2f0pn9DkEJwAzXApnFh5cr,219801,4,Mood Booster
712,72yP0DUlWPyH8P7IoxskwN,Hold Me Closer,Elton John,3PhoLpVuITZKcymswpck5b,80,"['glam rock', 'mellow gold', 'piano rock', 'rock']",Hold Me Closer,78,0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041,audio_features,72yP0DUlWPyH8P7IoxskwN,https://api.spotify.com/v1/tracks/72yP0DUlWPyH8P7IoxskwN,https://api.spotify.com/v1/audio-analysis/72yP0DUlWPyH8P7IoxskwN,202246,4,Mood Booster
713,0mBP9X2gPCuapvpZ7TGDk3,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,79,"['pop', 'viral pop']",Left and Right (Feat. Jung Kook of BTS),78,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,audio_features,0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/tracks/0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/audio-analysis/0mBP9X2gPCuapvpZ7TGDk3,154487,4,Mood Booster
714,4FWbsd91QSvgr1dSWwW51e,TRUSTFALL,P!nk,1KCSPY1glIKqW2TotWuXOR,78,"['dance pop', 'pop']",TRUSTFALL,78,0.636,0.888,8,-3.889,1,0.0945,0.00162,0.000216,0.147,0.25,122.032,audio_features,4FWbsd91QSvgr1dSWwW51e,https://api.spotify.com/v1/tracks/4FWbsd91QSvgr1dSWwW51e,https://api.spotify.com/v1/audio-analysis/4FWbsd91QSvgr1dSWwW51e,237200,4,Mood Booster
715,1PckUlxKqWQs3RlWXVBLw3,About Damn Time,Lizzo,56oDRnqbIiwx4mymNEv7dS,70,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",About Damn Time,78,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,audio_features,1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/tracks/1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/audio-analysis/1PckUlxKqWQs3RlWXVBLw3,191822,4,Mood Booster
716,6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,5H6xmHXjsq98NLbEjuE29f,58,['scandipop'],Better Days (NEIKED x Mae Muller x Polo G),77,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,audio_features,6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/tracks/6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/audio-analysis/6f5ExP43esnvdKPddwKXJH,160657,4,Mood Booster
717,5iFwAOB2TFkPJk8sMlxP8g,Make You Mine,PUBLIC,4vxaQs6vK54nK89J1VtLex,55,['indie rockism'],Make You Mine,77,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,audio_features,5iFwAOB2TFkPJk8sMlxP8g,https://api.spotify.com/v1/tracks/5iFwAOB2TFkPJk8sMlxP8g,https://api.spotify.com/v1/audio-analysis/5iFwAOB2TFkPJk8sMlxP8g,232907,4,Mood Booster
718,4zrKN5Sv8JS5mqnbVcsul7,Celestial,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,86,"['pop', 'singer-songwriter pop', 'uk pop']",Celestial,77,0.574,0.852,2,-1.248,1,0.0397,0.0529,0.0,0.161,0.501,123.038,audio_features,4zrKN5Sv8JS5mqnbVcsul7,https://api.spotify.com/v1/tracks/4zrKN5Sv8JS5mqnbVcsul7,https://api.spotify.com/v1/audio-analysis/4zrKN5Sv8JS5mqnbVcsul7,209027,4,Mood Booster
719,3o9kpgkIcffx0iSwxhuNI2,Numb Little Bug,Em Beihold,7o2ZQYM7nTsaVdkXY38UAA,70,"['alt z', 'gen z singer-songwriter']",Numb Little Bug,76,0.742,0.527,8,-6.892,0,0.0769,0.327,0.0,0.25,0.638,84.974,audio_features,3o9kpgkIcffx0iSwxhuNI2,https://api.spotify.com/v1/tracks/3o9kpgkIcffx0iSwxhuNI2,https://api.spotify.com/v1/audio-analysis/3o9kpgkIcffx0iSwxhuNI2,169238,4,Mood Booster
720,6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,Ritt Momney,7MPGCB854Qo4alYMOPkBka,54,['bedroom pop'],Put Your Records On,75,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,audio_features,6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/tracks/6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/audio-analysis/6AGOKlMZWLCaEJGnaROtF9,210463,4,Mood Booster
721,1sx0XsWUusUoPstbvokZjP,AOK,Tai Verdes,2kCO8LXN1usaOPL3iEE28I,62,"['modern indie pop', 'singer-songwriter pop']",TV,75,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,audio_features,1sx0XsWUusUoPstbvokZjP,https://api.spotify.com/v1/tracks/1sx0XsWUusUoPstbvokZjP,https://api.spotify.com/v1/audio-analysis/1sx0XsWUusUoPstbvokZjP,173640,4,Mood Booster
722,2rmwqU7yzTvzkiaRV53DpT,2 Be Loved (Am I Ready),Lizzo,56oDRnqbIiwx4mymNEv7dS,70,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",Special,75,0.721,0.769,7,-4.111,1,0.105,0.0922,0.0,0.0817,0.915,155.932,audio_features,2rmwqU7yzTvzkiaRV53DpT,https://api.spotify.com/v1/tracks/2rmwqU7yzTvzkiaRV53DpT,https://api.spotify.com/v1/audio-analysis/2rmwqU7yzTvzkiaRV53DpT,187108,4,Mood Booster
723,463CkQjx2Zk1yXoBuierM9,Levitating (feat. DaBaby),Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,85,"['dance pop', 'pop', 'uk pop']",Levitating (feat. DaBaby),74,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,audio_features,463CkQjx2Zk1yXoBuierM9,https://api.spotify.com/v1/tracks/463CkQjx2Zk1yXoBuierM9,https://api.spotify.com/v1/audio-analysis/463CkQjx2Zk1yXoBuierM9,203064,4,Mood Booster
724,2zBDKzqa6sdxeI0fC6OWIC,Fly Away,Tones And I,2NjfBq1NflQcKSeiDooVjY,67,['australian pop'],Welcome To The Madhouse,74,0.806,0.513,4,-6.208,1,0.0685,0.217,0.0,0.217,0.503,124.988,audio_features,2zBDKzqa6sdxeI0fC6OWIC,https://api.spotify.com/v1/tracks/2zBDKzqa6sdxeI0fC6OWIC,https://api.spotify.com/v1/audio-analysis/2zBDKzqa6sdxeI0fC6OWIC,178157,4,Mood Booster
725,28a0aMV1OKoyNiCJuNsWrY,That’s Not How This Works (feat. Dan + Shay),Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,79,"['pop', 'viral pop']",That’s Not How This Works (feat. Dan + Shay),74,0.584,0.576,9,-4.557,1,0.0519,0.507,0.0,0.212,0.432,170.026,audio_features,28a0aMV1OKoyNiCJuNsWrY,https://api.spotify.com/v1/tracks/28a0aMV1OKoyNiCJuNsWrY,https://api.spotify.com/v1/audio-analysis/28a0aMV1OKoyNiCJuNsWrY,165620,4,Mood Booster
726,7jvtmQ3onpWeUm7dyFSSSc,Chemical,Post Malone,246dkjvS1zLTtiykXe5h60,86,"['dfw rap', 'melodic rap', 'pop', 'rap']",AUSTIN,74,0.486,0.899,2,-4.713,1,0.0489,0.00115,0.0,0.102,0.356,169.934,audio_features,7jvtmQ3onpWeUm7dyFSSSc,https://api.spotify.com/v1/tracks/7jvtmQ3onpWeUm7dyFSSSc,https://api.spotify.com/v1/audio-analysis/7jvtmQ3onpWeUm7dyFSSSc,183410,4,Mood Booster
727,5iE3eUH2WGCXcE2xr6DEmU,Waffle House,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,74,"['boy band', 'pop']",Waffle House,74,0.729,0.763,10,-4.407,1,0.0363,0.033,1e-06,0.192,0.864,126.002,audio_features,5iE3eUH2WGCXcE2xr6DEmU,https://api.spotify.com/v1/tracks/5iE3eUH2WGCXcE2xr6DEmU,https://api.spotify.com/v1/audio-analysis/5iE3eUH2WGCXcE2xr6DEmU,145441,4,Mood Booster
728,6w8ZPYdnGajyfPddTWdthN,Can I Get It,Adele,4dpARuHxo51G3z768sgnrY,83,"['british soul', 'pop', 'pop soul', 'uk pop']",30,74,0.703,0.68,9,-6.118,0,0.0431,0.0171,0.0,0.178,0.536,97.985,audio_features,6w8ZPYdnGajyfPddTWdthN,https://api.spotify.com/v1/tracks/6w8ZPYdnGajyfPddTWdthN,https://api.spotify.com/v1/audio-analysis/6w8ZPYdnGajyfPddTWdthN,210384,4,Mood Booster
729,4svaKoxMMP7ImmKrD5hfQu,Victoria's Secret,Jax,7DQYAz99eM3Y5PkP9WtUew,58,['gen z singer-songwriter'],Victoria’s Secret,73,0.586,0.556,6,-7.639,1,0.0592,0.00655,0.0,0.0836,0.517,167.018,audio_features,4svaKoxMMP7ImmKrD5hfQu,https://api.spotify.com/v1/tracks/4svaKoxMMP7ImmKrD5hfQu,https://api.spotify.com/v1/audio-analysis/4svaKoxMMP7ImmKrD5hfQu,176125,4,Mood Booster
730,6sZo5nJIsFWXefRCCexpx0,Never Gonna Not Dance Again,P!nk,1KCSPY1glIKqW2TotWuXOR,78,"['dance pop', 'pop']",Never Gonna Not Dance Again,73,0.668,0.802,5,-4.005,0,0.0917,0.0273,0.0,0.163,0.769,113.796,audio_features,6sZo5nJIsFWXefRCCexpx0,https://api.spotify.com/v1/tracks/6sZo5nJIsFWXefRCCexpx0,https://api.spotify.com/v1/audio-analysis/6sZo5nJIsFWXefRCCexpx0,225789,4,Mood Booster
731,31qCy5ZaophVA81wtlwLc4,Anyone,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,86,"['canadian pop', 'pop']",Anyone,72,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,audio_features,31qCy5ZaophVA81wtlwLc4,https://api.spotify.com/v1/tracks/31qCy5ZaophVA81wtlwLc4,https://api.spotify.com/v1/audio-analysis/31qCy5ZaophVA81wtlwLc4,190779,4,Mood Booster
732,21H0pUV2uPIPcFnFhgTBjo,Woke Up in Love,Kygo,23fqKkggKUBHNkbKtXEls4,75,"['edm', 'pop', 'pop dance', 'tropical house']",Woke Up in Love,72,0.643,0.585,2,-5.994,1,0.0369,0.225,0.0,0.0927,0.188,106.015,audio_features,21H0pUV2uPIPcFnFhgTBjo,https://api.spotify.com/v1/tracks/21H0pUV2uPIPcFnFhgTBjo,https://api.spotify.com/v1/audio-analysis/21H0pUV2uPIPcFnFhgTBjo,216873,4,Mood Booster
733,7eQHxigpuDJjCG50JyzU8v,Butterflies,MAX,1bqxdqvUtPWZri43cKHac8,64,"['singer-songwriter pop', 'teen pop', 'viral pop']",Butterflies,71,0.7,0.613,11,-4.041,1,0.0408,0.385,0.0,0.0887,0.42,88.084,audio_features,7eQHxigpuDJjCG50JyzU8v,https://api.spotify.com/v1/tracks/7eQHxigpuDJjCG50JyzU8v,https://api.spotify.com/v1/audio-analysis/7eQHxigpuDJjCG50JyzU8v,191250,4,Mood Booster
734,66VuIGcM7fd8NLMoORCqVJ,Strong Enough (feat. Bailey Zimmerman),Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,74,"['boy band', 'pop']",Strong Enough,72,0.754,0.816,3,-5.189,1,0.0584,0.208,0.0,0.0491,0.653,126.082,audio_features,66VuIGcM7fd8NLMoORCqVJ,https://api.spotify.com/v1/tracks/66VuIGcM7fd8NLMoORCqVJ,https://api.spotify.com/v1/audio-analysis/66VuIGcM7fd8NLMoORCqVJ,149284,4,Mood Booster
735,3UZDl7g2r84o1b5marUjfK,My Stupid Heart,Walk off the Earth,6jEiUoyyJNPHzSR0Nib6HX,60,"['canadian rock', 'pop rock']",My Stupid Heart,71,0.745,0.681,7,-7.91,1,0.0361,0.0696,0.0,0.164,0.613,115.0,audio_features,3UZDl7g2r84o1b5marUjfK,https://api.spotify.com/v1/tracks/3UZDl7g2r84o1b5marUjfK,https://api.spotify.com/v1/audio-analysis/3UZDl7g2r84o1b5marUjfK,160300,4,Mood Booster
736,3PY47EpOouHdbDI4z5jw3v,Touchy Feely Fool,AJR,6s22t5Y3prQHyaHWUN1R1C,72,['pov: indie'],The Maybe Man,71,0.285,0.756,2,-5.219,1,0.138,0.129,0.0,0.326,0.614,75.722,audio_features,3PY47EpOouHdbDI4z5jw3v,https://api.spotify.com/v1/tracks/3PY47EpOouHdbDI4z5jw3v,https://api.spotify.com/v1/audio-analysis/3PY47EpOouHdbDI4z5jw3v,215000,4,Mood Booster
737,5C8ySsx3AT121g24uYR823,NO BAD DAYS (feat. Collett),Macklemore,3JhNCzhSMTxs9WLGJJxWOY,75,"['pop rap', 'seattle hip hop']",BEN,69,0.769,0.858,8,-6.01,1,0.15,0.117,0.0186,0.157,0.86,160.049,audio_features,5C8ySsx3AT121g24uYR823,https://api.spotify.com/v1/tracks/5C8ySsx3AT121g24uYR823,https://api.spotify.com/v1/audio-analysis/5C8ySsx3AT121g24uYR823,173453,4,Mood Booster
738,0NmuYnjETG3u3qx0OmEJev,Lil Bit,Nelly,2gBjLmx6zQnFGQJCAQpRgw,71,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",Lil Bit,68,0.707,0.689,4,-7.097,0,0.0387,0.0255,0.0,0.383,0.41,119.987,audio_features,0NmuYnjETG3u3qx0OmEJev,https://api.spotify.com/v1/tracks/0NmuYnjETG3u3qx0OmEJev,https://api.spotify.com/v1/audio-analysis/0NmuYnjETG3u3qx0OmEJev,195962,4,Mood Booster
739,2xPV95cfbyusygMTxpa3SW,You,Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,69,"['contemporary country', 'country', 'country road']",Good Things,66,0.544,0.572,0,-6.205,1,0.0319,0.118,0.0,0.234,0.52,169.885,audio_features,2xPV95cfbyusygMTxpa3SW,https://api.spotify.com/v1/tracks/2xPV95cfbyusygMTxpa3SW,https://api.spotify.com/v1/audio-analysis/2xPV95cfbyusygMTxpa3SW,196253,4,Mood Booster
740,3BLWGYOcy1svvsBByeFxLh,Wonder Woman,John Legend,5y2Xq6xcjJb2jVM54GHK3t,73,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",LEGEND,64,0.628,0.476,0,-4.947,1,0.0352,0.417,0.0,0.121,0.336,147.915,audio_features,3BLWGYOcy1svvsBByeFxLh,https://api.spotify.com/v1/tracks/3BLWGYOcy1svvsBByeFxLh,https://api.spotify.com/v1/audio-analysis/3BLWGYOcy1svvsBByeFxLh,168562,4,Mood Booster
741,78q4ESvMkPVJzHAV11LAGE,Little Bit of Love,Tom Grennan,5SHxzwjek1Pipl1Yk11UHv,65,['uk pop'],Little Bit of Love (Acoustic),64,0.689,0.706,1,-4.48,0,0.0312,0.0833,0.0,0.105,0.623,106.52,audio_features,78q4ESvMkPVJzHAV11LAGE,https://api.spotify.com/v1/tracks/78q4ESvMkPVJzHAV11LAGE,https://api.spotify.com/v1/audio-analysis/78q4ESvMkPVJzHAV11LAGE,226268,4,Mood Booster
742,5c6lM2zjAF6MFoD8C1hiBr,Clarity,Vance Joy,10exVja0key0uqUkk6LJRT,72,"['folk-pop', 'modern rock']",Clarity,64,0.552,0.873,0,-6.065,1,0.0464,0.00137,0.000273,0.0966,0.62,125.059,audio_features,5c6lM2zjAF6MFoD8C1hiBr,https://api.spotify.com/v1/tracks/5c6lM2zjAF6MFoD8C1hiBr,https://api.spotify.com/v1/audio-analysis/5c6lM2zjAF6MFoD8C1hiBr,227240,4,Mood Booster
743,3IHaiorYWOcr8Kzs85PWF7,CUFF IT,Beyoncé,6vWDO969PvNqNYHIOW5v0m,82,"['pop', 'r&b']",RENAISSANCE,64,0.745,0.729,4,-5.573,0,0.221,0.0558,0.0,0.0589,0.629,115.028,audio_features,3IHaiorYWOcr8Kzs85PWF7,https://api.spotify.com/v1/tracks/3IHaiorYWOcr8Kzs85PWF7,https://api.spotify.com/v1/audio-analysis/3IHaiorYWOcr8Kzs85PWF7,225389,4,Mood Booster
744,5lHxARJJrZc3ss4ZVmGWfz,Big Energy,Latto,3MdXrJWsbVzdn6fe5JYkSQ,81,['trap queen'],Big Energy,62,0.935,0.81,11,-3.838,0,0.117,0.0401,0.0,0.349,0.787,106.028,audio_features,5lHxARJJrZc3ss4ZVmGWfz,https://api.spotify.com/v1/tracks/5lHxARJJrZc3ss4ZVmGWfz,https://api.spotify.com/v1/audio-analysis/5lHxARJJrZc3ss4ZVmGWfz,173182,4,Mood Booster
745,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,77,"['dance pop', 'pop', 'urban contemporary']",Merry Christmas,89,0.336,0.627,7,-7.463,1,0.0384,0.164,0.0,0.0708,0.35,150.273,audio_features,0bYg9bo50gSsH3LtXe2SQn,https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn,https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn,241107,4,Christmas Hits
746,2FRnf9qhLbvw8fu4IBXx78,Last Christmas,Wham!,5lpH0xAS4fVfLkACg9DAuM,70,"['new romantic', 'new wave', 'new wave pop', 'soft rock']",LAST CHRISTMAS,85,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,audio_features,2FRnf9qhLbvw8fu4IBXx78,https://api.spotify.com/v1/tracks/2FRnf9qhLbvw8fu4IBXx78,https://api.spotify.com/v1/audio-analysis/2FRnf9qhLbvw8fu4IBXx78,262960,4,Christmas Hits
747,2EjXfH91m7f8HiJN1yQg97,Rockin' Around The Christmas Tree,Brenda Lee,4cPHsZM98sKzmV26wlwD2W,64,"['adult standards', 'easy listening', 'lounge', 'rockabilly']",Merry Christmas From Brenda Lee,83,0.589,0.472,8,-8.749,1,0.0502,0.614,0.0,0.505,0.898,67.196,audio_features,2EjXfH91m7f8HiJN1yQg97,https://api.spotify.com/v1/tracks/2EjXfH91m7f8HiJN1yQg97,https://api.spotify.com/v1/audio-analysis/2EjXfH91m7f8HiJN1yQg97,126267,4,Christmas Hits
748,7vQbuQcyTflfCIOu3Uzzya,Jingle Bell Rock,Bobby Helms,38EmEgXkgK51MT2tPY0EoC,62,[],Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),82,0.754,0.424,2,-8.463,1,0.0363,0.643,0.0,0.0652,0.806,119.705,audio_features,7vQbuQcyTflfCIOu3Uzzya,https://api.spotify.com/v1/tracks/7vQbuQcyTflfCIOu3Uzzya,https://api.spotify.com/v1/audio-analysis/7vQbuQcyTflfCIOu3Uzzya,130973,4,Christmas Hits
749,5a1iz510sv2W9Dt1MvFd5R,It's Beginning to Look a Lot like Christmas,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,75,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",Christmas (Deluxe Special Edition),80,0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,94.775,audio_features,5a1iz510sv2W9Dt1MvFd5R,https://api.spotify.com/v1/tracks/5a1iz510sv2W9Dt1MvFd5R,https://api.spotify.com/v1/audio-analysis/5a1iz510sv2W9Dt1MvFd5R,206640,3,Christmas Hits
750,0lizgQ7Qw35od7CYaoMBZb,Santa Tell Me,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,86,['pop'],Santa Tell Me,85,0.525,0.621,7,-7.364,1,0.116,0.0489,0.0,0.294,0.591,191.9,audio_features,0lizgQ7Qw35od7CYaoMBZb,https://api.spotify.com/v1/tracks/0lizgQ7Qw35od7CYaoMBZb,https://api.spotify.com/v1/audio-analysis/0lizgQ7Qw35od7CYaoMBZb,204093,4,Christmas Hits
751,2uFaJJtFpPDc5Pa95XzTvg,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,49e4v89VmlDcFCMyDv9wQ9,69,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",A Winter Romance,82,0.451,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.009,audio_features,2uFaJJtFpPDc5Pa95XzTvg,https://api.spotify.com/v1/tracks/2uFaJJtFpPDc5Pa95XzTvg,https://api.spotify.com/v1/audio-analysis/2uFaJJtFpPDc5Pa95XzTvg,117147,4,Christmas Hits
752,5hslUAKq9I9CG2bAulFkHN,It's the Most Wonderful Time of the Year,Andy Williams,4sj6D0zlMOl25nprDJBiU9,65,"['adult standards', 'easy listening']",The Andy Williams Christmas Album,81,0.24,0.598,7,-8.435,1,0.0369,0.766,0.0,0.117,0.776,201.629,audio_features,5hslUAKq9I9CG2bAulFkHN,https://api.spotify.com/v1/tracks/5hslUAKq9I9CG2bAulFkHN,https://api.spotify.com/v1/audio-analysis/5hslUAKq9I9CG2bAulFkHN,151933,3,Christmas Hits
753,1LmkdWSxjCV7wKTPsCvYWN,Winter Wonderland - Spotify Singles Holiday,Laufey,7gW0r5CkdEUMm42w9XpyZO,77,['gen z singer-songwriter'],Spotify Singles Holiday,65,0.528,0.281,2,-9.784,1,0.037,0.839,0.0,0.0873,0.514,127.617,audio_features,1LmkdWSxjCV7wKTPsCvYWN,https://api.spotify.com/v1/tracks/1LmkdWSxjCV7wKTPsCvYWN,https://api.spotify.com/v1/audio-analysis/1LmkdWSxjCV7wKTPsCvYWN,132800,4,Christmas Hits
754,3YZE5qDV7u1ZD1gZc47ZeR,Underneath the Tree,Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,73,"['dance pop', 'pop', 'talent show']",Wrapped In Red,75,0.509,0.812,8,-5.439,1,0.0537,0.00128,1.99e-05,0.214,0.689,159.878,audio_features,3YZE5qDV7u1ZD1gZc47ZeR,https://api.spotify.com/v1/tracks/3YZE5qDV7u1ZD1gZc47ZeR,https://api.spotify.com/v1/audio-analysis/3YZE5qDV7u1ZD1gZc47ZeR,229640,4,Christmas Hits
755,5ASM6Qjiav2xPe7gRkQMsQ,Sleigh Ride,The Ronettes,7CyeXFnOrfC1N6z4naIpgo,62,"['brill building pop', 'classic girl group', 'motown', 'rock-and-roll']",A Christmas Gift For You From Phil Spector,77,0.529,0.772,2,-7.013,1,0.0287,0.403,2.21e-06,0.316,0.853,91.751,audio_features,5ASM6Qjiav2xPe7gRkQMsQ,https://api.spotify.com/v1/tracks/5ASM6Qjiav2xPe7gRkQMsQ,https://api.spotify.com/v1/audio-analysis/5ASM6Qjiav2xPe7gRkQMsQ,181267,4,Christmas Hits
756,27RYrbL6S02LNVhDWVl38b,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,4x1nvY2FN8jxqAFA0DA02H,68,"['classic rock', 'rock']",Signature Box,78,0.321,0.64,2,-10.023,1,0.0324,0.28,0.0,0.718,0.414,146.172,audio_features,27RYrbL6S02LNVhDWVl38b,https://api.spotify.com/v1/tracks/27RYrbL6S02LNVhDWVl38b,https://api.spotify.com/v1/audio-analysis/27RYrbL6S02LNVhDWVl38b,214333,3,Christmas Hits
