,uris,names,artist_names,artist_uris,artist_pop,artist_genres,albums,track_pop,danceability,energy,keys,loudness,modes,speechiness,acousticness,instrumentalness,liveness,valences,tempos,types,ids,track_hrefs,analysis_urls,durations_ms,time_signatures,playlist_name
4300,4dJi6qVSGKwHmU91fKtMzV,Ubumnandi,Da Muziqal Chef,25uuaH9QdKIygoWTDzKuve,52,['amapiano'],Just A Taste,49,0.804,0.737,8,-13.242,0,0.0602,0.00173,0.022,0.142,0.595,112.999,audio_features,4dJi6qVSGKwHmU91fKtMzV,https://api.spotify.com/v1/tracks/4dJi6qVSGKwHmU91fKtMzV,https://api.spotify.com/v1/audio-analysis/4dJi6qVSGKwHmU91fKtMzV,382340,4,AMAPIANO grooves
4301,4uVJP9HxCgiLPyfFBSxkE8,Uzungandishiyi,Sino Msolo,5zvuXUYTvZczhbPG9HZRYI,48,"['afro soul', 'south african house']",Uzungandishiyi,54,0.848,0.468,7,-20.137,1,0.0529,0.0018,0.131,0.0815,0.341,113.0,audio_features,4uVJP9HxCgiLPyfFBSxkE8,https://api.spotify.com/v1/tracks/4uVJP9HxCgiLPyfFBSxkE8,https://api.spotify.com/v1/audio-analysis/4uVJP9HxCgiLPyfFBSxkE8,424870,4,AMAPIANO grooves
4302,2gdCwVAIt3aX6WKmtTVmL4,"IPlan (feat. Sir Trill, Da Muziqal Chef & Vaal Nation)",Xduppy,5QsdUm4JfKqNnFEplkhV1i,48,['barcadi'],Joy,46,0.6,0.453,4,-12.744,0,0.182,0.0311,0.000183,0.0971,0.215,112.972,audio_features,2gdCwVAIt3aX6WKmtTVmL4,https://api.spotify.com/v1/tracks/2gdCwVAIt3aX6WKmtTVmL4,https://api.spotify.com/v1/audio-analysis/2gdCwVAIt3aX6WKmtTVmL4,237876,4,AMAPIANO grooves
4303,4J1H4EuucGhhYfcPpYCBRr,Awukhuzeki,DJ Stokie,1lDWyPzSZOqP5jfZNm5lLI,49,['amapiano'],My Journey Continues,67,0.785,0.471,1,-12.497,1,0.0468,0.0133,0.688,0.119,0.497,112.991,audio_features,4J1H4EuucGhhYfcPpYCBRr,https://api.spotify.com/v1/tracks/4J1H4EuucGhhYfcPpYCBRr,https://api.spotify.com/v1/audio-analysis/4J1H4EuucGhhYfcPpYCBRr,492617,4,AMAPIANO grooves
4304,0XSYoJ0MJpMB2tddyRcBEC,Sgudi Snyc,De Mthuda,1w2P5nNsO5W7FYq2Oui0cM,51,"['amapiano', 'barcadi']",Sgudi Snyc,65,0.813,0.399,0,-18.875,1,0.0826,0.0113,0.0571,0.11,0.681,112.996,audio_features,0XSYoJ0MJpMB2tddyRcBEC,https://api.spotify.com/v1/tracks/0XSYoJ0MJpMB2tddyRcBEC,https://api.spotify.com/v1/audio-analysis/0XSYoJ0MJpMB2tddyRcBEC,331377,4,AMAPIANO grooves
4305,4bGchDCvyaxmRChfyph3Ix,Bayabuza (feat. Kabza De Small & SLY),Pervader,5RdDDjtLWX9sD7i6Mn4630,25,[],Bayabuza (feat. Kabza De Small & SLY),47,0.75,0.473,4,-8.681,0,0.3,0.0292,0.0,0.0723,0.447,97.001,audio_features,4bGchDCvyaxmRChfyph3Ix,https://api.spotify.com/v1/tracks/4bGchDCvyaxmRChfyph3Ix,https://api.spotify.com/v1/audio-analysis/4bGchDCvyaxmRChfyph3Ix,235928,4,AMAPIANO grooves
4306,1cuL0U39TgY6KLZ8yHgexM,Ngilimele,MaWhoo,5kwZB1xNLgB3lln1JGS2B9,51,['bolobedu house'],The Chosen,58,0.794,0.673,10,-10.784,1,0.045,0.00196,0.00694,0.0338,0.264,112.004,audio_features,1cuL0U39TgY6KLZ8yHgexM,https://api.spotify.com/v1/tracks/1cuL0U39TgY6KLZ8yHgexM,https://api.spotify.com/v1/audio-analysis/1cuL0U39TgY6KLZ8yHgexM,372976,4,AMAPIANO grooves
4307,7w9l1MLqmCtwhKHz9R93Xd,Umhlolo,Kamo Mphela,788jOE9HMUy9heDK8EIkon,51,['amapiano'],Umhlolo,52,0.841,0.698,2,-7.341,1,0.155,0.00295,0.0156,0.091,0.359,111.948,audio_features,7w9l1MLqmCtwhKHz9R93Xd,https://api.spotify.com/v1/tracks/7w9l1MLqmCtwhKHz9R93Xd,https://api.spotify.com/v1/audio-analysis/7w9l1MLqmCtwhKHz9R93Xd,184286,4,AMAPIANO grooves
4308,4Rtptr8kgZ4fl9XnyHadKv,Amandla - Radio Edit,Deep Sen,4Ld6Rt2l5Fmd2G39BeZeIv,41,['south african deep house'],Amandla (Radio Edit),48,0.782,0.461,1,-17.093,1,0.0418,0.0324,0.00579,0.0562,0.24,112.005,audio_features,4Rtptr8kgZ4fl9XnyHadKv,https://api.spotify.com/v1/tracks/4Rtptr8kgZ4fl9XnyHadKv,https://api.spotify.com/v1/audio-analysis/4Rtptr8kgZ4fl9XnyHadKv,195000,4,AMAPIANO grooves
4309,6BdVmPtF9ADkPb2Ewn1gDg,Daily Paper,Thuto The Human,5gAHEecJcLAR9qtLcaiVfj,40,['sgija'],Daily Paper,49,0.759,0.641,1,-14.82,1,0.0499,0.0248,0.857,0.167,0.167,112.014,audio_features,6BdVmPtF9ADkPb2Ewn1gDg,https://api.spotify.com/v1/tracks/6BdVmPtF9ADkPb2Ewn1gDg,https://api.spotify.com/v1/audio-analysis/6BdVmPtF9ADkPb2Ewn1gDg,377160,4,AMAPIANO grooves
4310,4KVx0ec8CzTHFKYYgmrQbo,SAdesFakSHen,DBN Gogo,3Oa0mJQWQrUOqJ8fcLuu7l,44,['amapiano'],SAdesFakSHen,52,0.66,0.7,10,-8.579,0,0.0314,0.0502,0.405,0.0509,0.238,113.005,audio_features,4KVx0ec8CzTHFKYYgmrQbo,https://api.spotify.com/v1/tracks/4KVx0ec8CzTHFKYYgmrQbo,https://api.spotify.com/v1/audio-analysis/4KVx0ec8CzTHFKYYgmrQbo,418446,4,AMAPIANO grooves
4311,1NQCinyxiglxekxXVPEhnC,Peacock Revisit (feat. Ice Beats Slide & Sbuda Maleather),Uncle Waffles,68McnNC9twEtiynOAJRRgZ,50,"['amapiano', 'barcadi', 'sgija']",SOLACE,66,0.582,0.443,2,-11.856,1,0.0983,0.00758,0.5,0.0499,0.26,111.98,audio_features,1NQCinyxiglxekxXVPEhnC,https://api.spotify.com/v1/tracks/1NQCinyxiglxekxXVPEhnC,https://api.spotify.com/v1/audio-analysis/1NQCinyxiglxekxXVPEhnC,326027,4,AMAPIANO grooves
4312,5m6AedvemL6Oz8GVwAOTF3,Gangnam Style (feat. DJ Maphorisa & Kabza De Small),Mas Musiq,3fdFRgy3GmfiWQqeKbmFS8,49,['amapiano'],Gangnam Style (feat. DJ Maphorisa & Kabza De Small),61,0.926,0.733,2,-12.642,0,0.056,0.0632,0.000135,0.04,0.905,111.01,audio_features,5m6AedvemL6Oz8GVwAOTF3,https://api.spotify.com/v1/tracks/5m6AedvemL6Oz8GVwAOTF3,https://api.spotify.com/v1/audio-analysis/5m6AedvemL6Oz8GVwAOTF3,350310,4,AMAPIANO grooves
4313,3js04Z5R4L1ZvtLPopSG8l,Kunkra (feat. Xduppy & ShaunMusiq & Ftears),Myztro,6egY1uh8HjHy6TrD0qmQNN,49,"['amapiano', 'barcadi']",Kunkra (feat. Xduppy & ShaunMusiq & Ftears),59,0.756,0.399,10,-12.881,0,0.0812,0.00324,0.329,0.139,0.264,111.987,audio_features,3js04Z5R4L1ZvtLPopSG8l,https://api.spotify.com/v1/tracks/3js04Z5R4L1ZvtLPopSG8l,https://api.spotify.com/v1/audio-analysis/3js04Z5R4L1ZvtLPopSG8l,317176,4,AMAPIANO grooves
4314,0JtoyusgiISK10cXzX79uH,Habibi (Quantum Sound),Sizwe Nineteen,2c3QieTCPiVSzFF3RnmiOU,38,['barcadi'],Habibi (Quantum Sound),59,0.822,0.534,1,-9.491,1,0.0585,0.00698,0.0304,0.0957,0.388,112.018,audio_features,0JtoyusgiISK10cXzX79uH,https://api.spotify.com/v1/tracks/0JtoyusgiISK10cXzX79uH,https://api.spotify.com/v1/audio-analysis/0JtoyusgiISK10cXzX79uH,368640,4,AMAPIANO grooves
4315,46906mYFRf4gRPqvdrhWhX,Dollar For Love (Baby),Thuto The Human,5gAHEecJcLAR9qtLcaiVfj,40,['sgija'],Dollar For Love (Baby),59,0.844,0.543,7,-11.424,0,0.0457,0.255,0.439,0.0287,0.19,112.99,audio_features,46906mYFRf4gRPqvdrhWhX,https://api.spotify.com/v1/tracks/46906mYFRf4gRPqvdrhWhX,https://api.spotify.com/v1/audio-analysis/46906mYFRf4gRPqvdrhWhX,413844,4,AMAPIANO grooves
4316,7662sEny6elrNILSP7OzQB,Athandwe,Soa Mattrix,6zfTCQmxqOy0kBpHrse3ro,47,['amapiano'],Athandwe,57,0.739,0.557,2,-11.488,1,0.0409,0.0124,0.00648,0.0283,0.154,111.996,audio_features,7662sEny6elrNILSP7OzQB,https://api.spotify.com/v1/tracks/7662sEny6elrNILSP7OzQB,https://api.spotify.com/v1/audio-analysis/7662sEny6elrNILSP7OzQB,244286,4,AMAPIANO grooves
4317,22rE9AskNp7Q3qUD7hkJrd,Xikuteka,Cooper SA,7xDh9xWg5mER07kIArgw1G,29,[],Xikuteka,47,0.762,0.409,1,-14.004,1,0.0573,0.00328,0.0215,0.0371,0.374,112.014,audio_features,22rE9AskNp7Q3qUD7hkJrd,https://api.spotify.com/v1/tracks/22rE9AskNp7Q3qUD7hkJrd,https://api.spotify.com/v1/audio-analysis/22rE9AskNp7Q3qUD7hkJrd,343884,4,AMAPIANO grooves
4318,3j44D35ihRDXUdwPO8kiZi,Eduze,Gaba Cannal,2Hj2zBCjnAnmLmNIyjuMGo,42,['amapiano'],Eduze,52,0.858,0.579,5,-11.791,0,0.0578,0.0125,0.123,0.0521,0.533,112.008,audio_features,3j44D35ihRDXUdwPO8kiZi,https://api.spotify.com/v1/tracks/3j44D35ihRDXUdwPO8kiZi,https://api.spotify.com/v1/audio-analysis/3j44D35ihRDXUdwPO8kiZi,519650,4,AMAPIANO grooves
4319,7ko9EAsZ2N1ZpEBlMUkR3J,"Nana Thula (feat. Njelic, Young Stunna, Nkosazana Daughter & Xolani Guitar)",Kabza De Small,1bNjWBFWsAAzZSR59lRdpR,61,['amapiano'],The Konka Mixtape : Sweet & Dust,61,0.795,0.755,1,-8.849,1,0.0551,0.00987,0.00651,0.0272,0.53,112.998,audio_features,7ko9EAsZ2N1ZpEBlMUkR3J,https://api.spotify.com/v1/tracks/7ko9EAsZ2N1ZpEBlMUkR3J,https://api.spotify.com/v1/audio-analysis/7ko9EAsZ2N1ZpEBlMUkR3J,492832,4,AMAPIANO grooves
4320,57T2jbt9nqR6VCeOH72wuG,Howa You (feat. Myztro & Xduppy),ShaunMusiq & Ftears,5fds40CKwV1XZgn3IH89Gd,50,[],Howa You (feat. Myztro & Xduppy),59,0.731,0.681,1,-11.34,1,0.0454,0.00394,0.00414,0.654,0.292,112.987,audio_features,57T2jbt9nqR6VCeOH72wuG,https://api.spotify.com/v1/tracks/57T2jbt9nqR6VCeOH72wuG,https://api.spotify.com/v1/audio-analysis/57T2jbt9nqR6VCeOH72wuG,356814,4,AMAPIANO grooves
4321,1AVIL2s4vkE92Qupej37JR,uLala Kanjani (feat. LeeMcKrazy & Skandisoul),Dj Jaivane,4F8OilWxRKQzg1Lw9sJ4Pl,42,['amapiano'],uLala Kanjani (feat. LeeMcKrazy & Skandisoul),60,0.874,0.405,11,-11.942,1,0.0568,0.00126,0.000707,0.0443,0.491,111.012,audio_features,1AVIL2s4vkE92Qupej37JR,https://api.spotify.com/v1/tracks/1AVIL2s4vkE92Qupej37JR,https://api.spotify.com/v1/audio-analysis/1AVIL2s4vkE92Qupej37JR,347246,4,AMAPIANO grooves
4322,0AtUfScqL8UjpRGI2Mt4BI,Ngizwile,Deejaykgosi,5Od5IwIPUgfunOlyI5W5OG,36,[],Ngizwile,58,0.817,0.451,4,-12.74,0,0.0594,0.0383,0.065,0.0544,0.224,112.009,audio_features,0AtUfScqL8UjpRGI2Mt4BI,https://api.spotify.com/v1/tracks/0AtUfScqL8UjpRGI2Mt4BI,https://api.spotify.com/v1/audio-analysis/0AtUfScqL8UjpRGI2Mt4BI,334472,4,AMAPIANO grooves
4323,33PDDaCzc8AM8J5EKjO7v2,uNonkosi (feat. Deeper Phil & Mfundo Da DJ),Young Stunna,6WQFTzqYHmh8Ph2X0L0QLQ,54,['amapiano'],uNonkosi (feat. Deeper Phil & Mfundo Da DJ),58,0.884,0.706,1,-11.807,1,0.076,0.018,0.00125,0.392,0.617,112.005,audio_features,33PDDaCzc8AM8J5EKjO7v2,https://api.spotify.com/v1/tracks/33PDDaCzc8AM8J5EKjO7v2,https://api.spotify.com/v1/audio-analysis/33PDDaCzc8AM8J5EKjO7v2,351468,4,AMAPIANO grooves
4324,0z2QglVOqge7D0Mo7Pqvow,Gojasi,Musical Jazz,3khoe9PeLSPw1Q0db4TpWW,34,['underground amapiano'],Gojasi,56,0.73,0.381,1,-14.286,1,0.0392,0.0124,0.00158,0.0448,0.138,112.004,audio_features,0z2QglVOqge7D0Mo7Pqvow,https://api.spotify.com/v1/tracks/0z2QglVOqge7D0Mo7Pqvow,https://api.spotify.com/v1/audio-analysis/0z2QglVOqge7D0Mo7Pqvow,429035,4,AMAPIANO grooves
4325,3XqM8hLCEYlbnFjoWwqtFv,Angel Numbers / Ten Toes,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,84,"['pop rap', 'r&b', 'rap']",11:11,76,0.406,0.5,4,-8.452,0,0.0501,0.192,0.0,0.175,0.0905,157.984,audio_features,3XqM8hLCEYlbnFjoWwqtFv,https://api.spotify.com/v1/tracks/3XqM8hLCEYlbnFjoWwqtFv,https://api.spotify.com/v1/audio-analysis/3XqM8hLCEYlbnFjoWwqtFv,306847,4,Hot Hits South Africa
4326,5yyYL1FpimADTIftYQU0cg,iPlan,Dlala Thukzin,5kmceQl1Y7lveTVbcy5ycD,49,['gqom'],Permanent Music 3,68,0.697,0.643,5,-10.253,0,0.0384,0.0709,0.584,0.101,0.748,118.004,audio_features,5yyYL1FpimADTIftYQU0cg,https://api.spotify.com/v1/tracks/5yyYL1FpimADTIftYQU0cg,https://api.spotify.com/v1/audio-analysis/5yyYL1FpimADTIftYQU0cg,410847,4,Hot Hits South Africa
4327,4XQNZPkMyo1LxR3NYbVegt,Ngimtholile,Maverick Muji,3cKNrj7HVDPesBMpcHUI3o,35,[],Ngimtholile,57,0.549,0.171,11,-14.778,1,0.0566,0.583,0.000953,0.127,0.483,119.589,audio_features,4XQNZPkMyo1LxR3NYbVegt,https://api.spotify.com/v1/tracks/4XQNZPkMyo1LxR3NYbVegt,https://api.spotify.com/v1/audio-analysis/4XQNZPkMyo1LxR3NYbVegt,244062,5,Hot Hits South Africa
4328,5G7OciBUZ9RT1kqY0nV9A5,Dubula - Remake,Harrycane,6umjXXP7Q8i4he6WALLuOf,40,[],Dubula (Remake),56,0.765,0.453,8,-9.63,1,0.059,0.00824,0.0651,0.0641,0.622,112.015,audio_features,5G7OciBUZ9RT1kqY0nV9A5,https://api.spotify.com/v1/tracks/5G7OciBUZ9RT1kqY0nV9A5,https://api.spotify.com/v1/audio-analysis/5G7OciBUZ9RT1kqY0nV9A5,306909,4,Hot Hits South Africa
4329,4HDC7Mo6uLTujRvHymiXDf,Mwaki,Zerb,6mDl7lQiLxT0iQ8LYhAlWy,52,['brazilian edm'],Mwaki,58,0.847,0.637,7,-8.751,0,0.0587,0.201,0.201,0.121,0.0509,120.033,audio_features,4HDC7Mo6uLTujRvHymiXDf,https://api.spotify.com/v1/tracks/4HDC7Mo6uLTujRvHymiXDf,https://api.spotify.com/v1/audio-analysis/4HDC7Mo6uLTujRvHymiXDf,208135,4,Hot Hits South Africa
4330,0MtfUEHee9p6RsqAwW8gyF,My Home,Myles Smith,3bO19AOone0ubCsfDXDtYt,56,[],My Home,73,0.752,0.485,11,-9.436,1,0.0336,0.346,0.000996,0.142,0.554,95.963,audio_features,0MtfUEHee9p6RsqAwW8gyF,https://api.spotify.com/v1/tracks/0MtfUEHee9p6RsqAwW8gyF,https://api.spotify.com/v1/audio-analysis/0MtfUEHee9p6RsqAwW8gyF,206250,4,Hot Hits South Africa
4331,5lyU83MdLTyJpnmCl3NjOi,Mama Thula,Zakes Bantwini,5mZLaYqN0ZkjxfeUUmiuqL,46,"['afro soul', 'deep house', 'kwaito', 'south african house', 'south african pop']",Mama Thula,51,0.659,0.938,4,-7.66,1,0.036,0.0574,0.0611,0.0709,0.265,118.007,audio_features,5lyU83MdLTyJpnmCl3NjOi,https://api.spotify.com/v1/tracks/5lyU83MdLTyJpnmCl3NjOi,https://api.spotify.com/v1/audio-analysis/5lyU83MdLTyJpnmCl3NjOi,361494,4,Hot Hits South Africa
4332,3N2AjgvL6Idel1GtE2srYb,"Yes God - Mörda, Thakzin, Mhaw Keys Remix",Oscar Mbo,6rPG97md3RdzwNc1eJQQNX,45,['south african deep house'],YES GOD,56,0.809,0.695,10,-11.967,0,0.0505,0.0384,0.205,0.0322,0.416,120.002,audio_features,3N2AjgvL6Idel1GtE2srYb,https://api.spotify.com/v1/tracks/3N2AjgvL6Idel1GtE2srYb,https://api.spotify.com/v1/audio-analysis/3N2AjgvL6Idel1GtE2srYb,420229,4,Hot Hits South Africa
4333,5B3JWkzaEumPyWXGyDcuGQ,Ok'salayo,Lindough,4iSfsv6oMPj3nKKYlsAKWa,34,['gqom'],Ok'salayo,55,0.774,0.441,6,-10.334,1,0.0491,0.00106,0.000878,0.063,0.674,113.007,audio_features,5B3JWkzaEumPyWXGyDcuGQ,https://api.spotify.com/v1/tracks/5B3JWkzaEumPyWXGyDcuGQ,https://api.spotify.com/v1/audio-analysis/5B3JWkzaEumPyWXGyDcuGQ,307914,4,Hot Hits South Africa
4334,6NC6bUY7tAIgr5xvzzZnBR,Tiya Mfana (Mzokwana) [feat. Sims Noreng],DJ Tshegu,6ei1fCxL5TGjFKBj1B8KgM,39,[],Tiya Mfana (Mzokwana) [feat. Sims Noreng],48,0.843,0.472,7,-12.282,1,0.0471,0.038,8.94e-05,0.0892,0.41,113.046,audio_features,6NC6bUY7tAIgr5xvzzZnBR,https://api.spotify.com/v1/tracks/6NC6bUY7tAIgr5xvzzZnBR,https://api.spotify.com/v1/audio-analysis/6NC6bUY7tAIgr5xvzzZnBR,265214,4,Hot Hits South Africa
4335,2V2K1hzCtgj9xAnga9WUTy,Horns In The Sun - Thakzin Remix,DJ Kent,7eNwLlauwL6tZwbFzJHWAN,43,"['kwaito', 'south african house', 'south african pop']",Weekent Sun Sets (Horns In The Sun Remix EP),58,0.733,0.958,5,-8.262,0,0.067,0.0633,0.693,0.304,0.21,118.024,audio_features,2V2K1hzCtgj9xAnga9WUTy,https://api.spotify.com/v1/tracks/2V2K1hzCtgj9xAnga9WUTy,https://api.spotify.com/v1/audio-analysis/2V2K1hzCtgj9xAnga9WUTy,336658,4,Hot Hits South Africa
4336,1ego5wrsNU09mpADmXw809,"Woza La (feat. Blxckie, Kamo Mphela, RudeBoyz & Nobantu Vilakazi)",Ms. Cosmo,1yGg3EWGfbhHJJ7WcIpR0Q,18,['south african hip hop'],"Woza La (feat. Blxckie, Kamo Mphela, RudeBoyz & Nobantu Vilakazi)",39,0.866,0.803,11,-7.518,1,0.0747,0.00285,0.00736,0.0914,0.779,124.029,audio_features,1ego5wrsNU09mpADmXw809,https://api.spotify.com/v1/tracks/1ego5wrsNU09mpADmXw809,https://api.spotify.com/v1/audio-analysis/1ego5wrsNU09mpADmXw809,270968,4,Hot Hits South Africa
4337,7JbLSEDlRdoJaXk5ddZae2,Paris,Mthandeni SK,2tqMDvoyXVbN7uF4ObOeJX,45,['maskandi'],Paris,64,0.619,0.903,1,-4.659,1,0.0693,0.0296,0.00199,0.19,0.964,154.639,audio_features,7JbLSEDlRdoJaXk5ddZae2,https://api.spotify.com/v1/tracks/7JbLSEDlRdoJaXk5ddZae2,https://api.spotify.com/v1/audio-analysis/7JbLSEDlRdoJaXk5ddZae2,257959,4,Hot Hits South Africa
4338,2Oe52Ggx8lxxI55azZbr5h,Amazwe (feat. Mawhoo),Kabza De Small,1bNjWBFWsAAzZSR59lRdpR,61,['amapiano'],Isimo,56,0.806,0.682,10,-9.961,0,0.0537,0.0159,0.00185,0.0548,0.582,112.992,audio_features,2Oe52Ggx8lxxI55azZbr5h,https://api.spotify.com/v1/tracks/2Oe52Ggx8lxxI55azZbr5h,https://api.spotify.com/v1/audio-analysis/2Oe52Ggx8lxxI55azZbr5h,463037,4,Hot Hits South Africa
4339,5R9zmvswQj0SRJ1XM0yTzU,Ngilele E Hotel,Killorbeezbeatz,5IVpGXuroRfHuHKd7SSARS,41,['underground amapiano'],Ngilele E Hotel,63,0.811,0.706,9,-6.664,1,0.0429,0.000216,0.349,0.0551,0.581,113.014,audio_features,5R9zmvswQj0SRJ1XM0yTzU,https://api.spotify.com/v1/tracks/5R9zmvswQj0SRJ1XM0yTzU,https://api.spotify.com/v1/audio-analysis/5R9zmvswQj0SRJ1XM0yTzU,242155,4,Hot Hits South Africa
4340,0JNVN7NMFTTTs7TZ9zHL1r,iNkanyezi (feat. Exclusive Drumz),Nomcebo Zikode,4cfKtwkefMW3aiXtxfw8w6,54,"['afro soul', 'south african pop']",iNkanyezi (feat. Exclusive Drumz),49,0.852,0.58,4,-10.709,0,0.068,0.015,0.00136,0.0721,0.213,112.996,audio_features,0JNVN7NMFTTTs7TZ9zHL1r,https://api.spotify.com/v1/tracks/0JNVN7NMFTTTs7TZ9zHL1r,https://api.spotify.com/v1/audio-analysis/0JNVN7NMFTTTs7TZ9zHL1r,331972,4,Hot Hits South Africa
4341,2sj4rMabpUWzy6xATdkM0u,WEST AFRICA TIME,A-Reece,5TirRF3azWV5OpyufcDCFP,55,"['south african hip hop', 'south african trap']",P2 : THE BIG HEARTED BAD GUY,56,0.596,0.717,11,-7.679,0,0.369,0.239,0.0,0.273,0.422,149.61,audio_features,2sj4rMabpUWzy6xATdkM0u,https://api.spotify.com/v1/tracks/2sj4rMabpUWzy6xATdkM0u,https://api.spotify.com/v1/audio-analysis/2sj4rMabpUWzy6xATdkM0u,243134,4,Hot Hits South Africa
4342,3RmhsiQszFnnixoOrLznAN,Uyangijabulisa,Fezeka Dlamini,3w6Mt5dBdn8iPH2PgdnbP7,39,[],Uyangijabulisa,58,0.703,0.442,11,-13.981,1,0.048,0.0129,8.79e-05,0.18,0.632,90.007,audio_features,3RmhsiQszFnnixoOrLznAN,https://api.spotify.com/v1/tracks/3RmhsiQszFnnixoOrLznAN,https://api.spotify.com/v1/audio-analysis/3RmhsiQszFnnixoOrLznAN,288052,4,Hot Hits South Africa
4343,05A6mr7C2bP7uPrEQrj9qk,"Tested, Approved & Trusted",Burna Boy,3wcj11K77LjEY1PkEazffa,78,"['afrobeats', 'azontobeats', 'dancehall', 'nigerian hip hop', 'nigerian pop']",I Told Them...,60,0.821,0.482,6,-9.976,1,0.0941,0.161,2.71e-06,0.0885,0.647,93.043,audio_features,05A6mr7C2bP7uPrEQrj9qk,https://api.spotify.com/v1/tracks/05A6mr7C2bP7uPrEQrj9qk,https://api.spotify.com/v1/audio-analysis/05A6mr7C2bP7uPrEQrj9qk,220394,4,Hot Hits South Africa
4344,5PyDJG7SQRgWXefgexqIge,Agora Hills,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,86,"['dance pop', 'pop']",Scarlet,83,0.755,0.687,8,-6.247,0,0.101,0.183,0.000177,0.125,0.381,123.01,audio_features,5PyDJG7SQRgWXefgexqIge,https://api.spotify.com/v1/tracks/5PyDJG7SQRgWXefgexqIge,https://api.spotify.com/v1/audio-analysis/5PyDJG7SQRgWXefgexqIge,265360,4,Hot Hits South Africa
4345,46zJrgparMvp3N5j4iHODt,Trust the Process,Tebza De DJ,6sPahgGNaNy7ZR6cGsdMez,43,[],Trust the Process,52,0.848,0.511,3,-11.449,0,0.0432,0.00352,0.0051,0.584,0.388,113.004,audio_features,46zJrgparMvp3N5j4iHODt,https://api.spotify.com/v1/tracks/46zJrgparMvp3N5j4iHODt,https://api.spotify.com/v1/audio-analysis/46zJrgparMvp3N5j4iHODt,297926,4,Hot Hits South Africa
4346,5Jf3hmkf8WKKqxM4vM8rux,Eyami,Lwah Ndlunkulu,2h9NlcdGxIEnnh5aQuSeZ1,48,[],Eyami,61,0.669,0.584,8,-7.419,1,0.108,0.447,0.0,0.0568,0.751,141.697,audio_features,5Jf3hmkf8WKKqxM4vM8rux,https://api.spotify.com/v1/tracks/5Jf3hmkf8WKKqxM4vM8rux,https://api.spotify.com/v1/audio-analysis/5Jf3hmkf8WKKqxM4vM8rux,260489,3,Hot Hits South Africa
4347,70CWmghvBEJteWKBc8ZWPd,Prosper In Peace (with Benny The Butcher),Nasty C,2gzWmhOZhDN6gXL49JW9qj,57,"['south african hip hop', 'south african trap']",Prosper In Peace,48,0.761,0.45,10,-11.239,0,0.332,0.279,3.05e-06,0.225,0.397,123.048,audio_features,70CWmghvBEJteWKBc8ZWPd,https://api.spotify.com/v1/tracks/70CWmghvBEJteWKBc8ZWPd,https://api.spotify.com/v1/audio-analysis/70CWmghvBEJteWKBc8ZWPd,212683,4,Hot Hits South Africa
4348,5qBjngrx4Fdr5uNBSBQ5GR,Seduce Me (feat. Nkosazana Daughter & Happy JazzMan),Daliwonga,0oW137oXCLwA5b4uYRxvIn,53,['amapiano'],Seduce Me (feat. Nkosazana Daughter & Happy JazzMan),51,0.91,0.902,0,-6.693,0,0.0465,0.0471,0.000517,0.0881,0.903,111.998,audio_features,5qBjngrx4Fdr5uNBSBQ5GR,https://api.spotify.com/v1/tracks/5qBjngrx4Fdr5uNBSBQ5GR,https://api.spotify.com/v1/audio-analysis/5qBjngrx4Fdr5uNBSBQ5GR,411429,4,Hot Hits South Africa
4349,4pxH1dqKimocSU5kaA4GYp,iThuba,De Mthuda,1w2P5nNsO5W7FYq2Oui0cM,51,"['amapiano', 'barcadi']",Sgudi Snyc,56,0.79,0.717,7,-12.741,1,0.063,0.016,0.626,0.154,0.547,113.02,audio_features,4pxH1dqKimocSU5kaA4GYp,https://api.spotify.com/v1/tracks/4pxH1dqKimocSU5kaA4GYp,https://api.spotify.com/v1/audio-analysis/4pxH1dqKimocSU5kaA4GYp,365382,4,Hot Hits South Africa
4350,0JmkeXabE9DqTCZS1sVrze,Imali iKhona (feat. Mellow & Sleazy),DJ Maphorisa,0mMqD2uqwvCjFvlzo6ayGi,62,['amapiano'],Imali iKhona (feat. Mellow & Sleazy),52,0.819,0.535,10,-10.669,1,0.0666,0.0765,4.41e-06,0.0415,0.498,112.009,audio_features,0JmkeXabE9DqTCZS1sVrze,https://api.spotify.com/v1/tracks/0JmkeXabE9DqTCZS1sVrze,https://api.spotify.com/v1/audio-analysis/0JmkeXabE9DqTCZS1sVrze,394308,4,Hot Hits South Africa
4351,2PBkxni7Zk4wpaZ8FSHHlF,You're So You,Lloyiso,3CrKgAMSBXsnTugbUqpu6g,56,['south african pop'],You're So You,56,0.496,0.495,8,-6.902,1,0.0283,0.415,0.000482,0.112,0.2,80.026,audio_features,2PBkxni7Zk4wpaZ8FSHHlF,https://api.spotify.com/v1/tracks/2PBkxni7Zk4wpaZ8FSHHlF,https://api.spotify.com/v1/audio-analysis/2PBkxni7Zk4wpaZ8FSHHlF,160875,4,Hot Hits South Africa
